timestamp,elapsed_trial,mode,target_color,target_found,cx,cy,bbox_w,bbox_h,area,error_x_px,alpha_rad,rho_m,v_cmd,w_cmd,focal_px
1778190940.0028756,45.675686836242676,IDLE,green,1,621,491,80,80,5966.5,-19.0,-0.014614344087233241,0.975,0.0,0.0,1300.0
1778190940.1187446,45.791555881500244,IDLE,green,1,621,492,80,80,6018.0,-19.0,-0.014614344087233241,0.975,0.0,0.0,1300.0
1778190940.240152,45.91296315193176,IDLE,green,1,621,492,81,80,6052.5,-19.0,-0.014614344087233241,0.9629629629629629,0.0,0.0,1300.0
1778190940.3677335,46.040544748306274,IDLE,green,1,621,492,80,80,6036.0,-19.0,-0.014614344087233241,0.975,0.0,0.0,1300.0
1778190940.4889147,46.161725997924805,IDLE,green,1,621,492,80,80,6037.0,-19.0,-0.014614344087233241,0.975,0.0,0.0,1300.0
1778190940.593715,46.266526222229004,IDLE,green,1,621,492,80,80,6044.5,-19.0,-0.014614344087233241,0.975,0.0,0.0,1300.0
1778190940.7015579,46.3743691444397,IDLE,green,1,621,492,80,80,6042.5,-19.0,-0.014614344087233241,0.975,0.0,0.0,1300.0
1778190940.8101404,46.482951641082764,IDLE,green,1,621,491,80,80,6010.0,-19.0,-0.014614344087233241,0.975,0.0,0.0,1300.0
1778190940.9376187,46.610430002212524,IDLE,green,1,621,491,80,80,6055.5,-19.0,-0.014614344087233241,0.975,0.0,0.0,1300.0
1778190941.0768764,46.74968767166138,IDLE,green,1,621,492,80,80,6058.0,-19.0,-0.014614344087233241,0.975,0.0,0.0,1300.0
1778190941.2064323,46.87924361228943,IDLE,green,1,621,492,80,80,6056.0,-19.0,-0.014614344087233241,0.975,0.0,0.0,1300.0
1778190941.3348138,47.007625102996826,IDLE,green,1,621,491,80,80,6012.0,-19.0,-0.014614344087233241,0.975,0.0,0.0,1300.0
1778190941.443681,47.11649227142334,IDLE,green,1,621,491,80,80,6020.0,-19.0,-0.014614344087233241,0.975,0.0,0.0,1300.0
1778190941.5661268,47.238938093185425,IDLE,green,1,621,491,80,80,5981.5,-19.0,-0.014614344087233241,0.975,0.0,0.0,1300.0
1778190941.671684,47.34449529647827,IDLE,green,1,621,490,80,80,5952.0,-19.0,-0.014614344087233241,0.975,0.0,0.0,1300.0
1778190941.7749603,47.44777154922485,IDLE,green,1,620,490,80,78,5910.5,-20.0,-0.01538340178059515,0.975,0.0,0.0,1300.0
1778190941.87934,47.55215120315552,IDLE,green,1,620,490,80,78,5920.5,-20.0,-0.01538340178059515,0.975,0.0,0.0,1300.0
1778190941.9941413,47.66695261001587,IDLE,green,1,620,490,80,77,5879.5,-20.0,-0.01538340178059515,0.975,0.0,0.0,1300.0
1778190942.1226184,47.795429706573486,IDLE,green,1,620,490,80,78,5840.0,-20.0,-0.01538340178059515,0.975,0.0,0.0,1300.0
1778190942.2401712,47.91298246383667,IDLE,green,1,620,490,80,78,5844.0,-20.0,-0.01538340178059515,0.975,0.0,0.0,1300.0
1778190942.3651257,48.03793692588806,IDLE,green,1,620,490,80,78,5794.0,-20.0,-0.01538340178059515,0.975,0.0,0.0,1300.0
1778190942.471076,48.14388728141785,IDLE,green,1,620,490,80,78,5817.5,-20.0,-0.01538340178059515,0.975,0.0,0.0,1300.0
1778190942.5783045,48.251115798950195,IDLE,green,1,621,490,79,77,5722.5,-19.0,-0.014614344087233241,0.9873417721518988,0.0,0.0,1300.0
1778190942.6893904,48.36220169067383,IDLE,green,1,621,490,80,78,5747.0,-19.0,-0.014614344087233241,0.975,0.0,0.0,1300.0
1778190942.796198,48.46900916099548,IDLE,green,1,620,490,80,77,5873.0,-20.0,-0.01538340178059515,0.975,0.0,0.0,1300.0
1778190942.9047625,48.57757377624512,IDLE,green,1,620,490,80,77,5907.0,-20.0,-0.01538340178059515,0.975,0.0,0.0,1300.0
