time,rho,alpha,v_cmd,w_cmd,cost,x,y,theta,state,target_detected
2.816953420639038,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
2.908313512802124,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
3.0019097328186035,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
3.0915379524230957,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
3.1808412075042725,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
3.2777159214019775,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
3.3658270835876465,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
3.4527339935302734,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
3.555690288543701,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
3.645429849624634,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
3.7338688373565674,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
3.8237311840057373,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
3.909599542617798,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
3.9947423934936523,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
4.0816733837127686,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
4.172528982162476,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
4.255559206008911,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
4.344784259796143,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
4.438091278076172,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
4.531936168670654,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
4.637475490570068,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
4.734028339385986,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
4.8292396068573,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
4.923628330230713,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
5.016034126281738,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
5.1111061573028564,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
5.21002197265625,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
5.309386968612671,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
5.418746709823608,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
5.513184547424316,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
5.607065200805664,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
5.68931770324707,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
5.784114837646484,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
5.879702568054199,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
5.974792718887329,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
6.067466497421265,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
6.155115127563477,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
6.249484539031982,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
6.33742094039917,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
6.438543081283569,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
6.526210784912109,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
6.616652488708496,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
6.714356184005737,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
6.805084228515625,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
6.899507761001587,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
6.988473415374756,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
7.07703709602356,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
7.168651580810547,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
7.254188060760498,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
7.342265367507935,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
7.436989784240723,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
7.522504568099976,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
7.608680248260498,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
7.696949481964111,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
7.786691665649414,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
7.874203443527222,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
7.95956563949585,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
8.050967931747437,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
8.138217210769653,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
8.224627256393433,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
8.316061019897461,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
8.409879922866821,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
8.501882791519165,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
8.58996033668518,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
8.681607961654663,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
8.775876522064209,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
8.871519804000854,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
8.96586298942566,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
9.059730768203735,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
9.151569366455078,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
9.242024898529053,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
9.33565092086792,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
9.42526888847351,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
9.515508890151978,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
9.609142541885376,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
9.695443391799927,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
9.788230180740356,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
9.877402067184448,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
9.971370220184326,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
10.062140703201294,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
10.151012659072876,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
10.24504017829895,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
10.338854551315308,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
10.42975640296936,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
10.520785570144653,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
10.61384391784668,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
10.705651998519897,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
10.793660402297974,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
10.88769817352295,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
10.976096391677856,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
11.070815563201904,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
11.159334659576416,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
11.24754786491394,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
11.334177732467651,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
11.424475193023682,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
11.522163391113281,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
11.617328643798828,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
11.706770181655884,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAIT_COMMAND,0
11.834208011627197,0.7358490566037735,0.42540974945510446,0.0,0.3,67.43411768357082,0.0,0.0,0.0,TRACK_TARGET,1
11.968478441238403,0.7358490566037735,0.42540974945510446,0.0,0.3,66.98411768357082,0.0,0.0,0.0,TRACK_TARGET,1
12.127625703811646,0.7358490566037735,0.42540974945510446,0.0,0.3,66.98411768357082,1.0502975715696176e-07,0.0,0.0037981438255176364,TRACK_TARGET,1
12.246211528778076,0.7324423480083857,0.42477134676664724,0.0,0.3,66.41691422866012,0.0009480176252999763,3.4729290177029407e-06,0.03724456395662141,TRACK_TARGET,1
12.37093210220337,0.730398322851153,0.42477134676664724,0.0,0.3,66.1361931191474,0.0005498421888924083,-7.367088726704597e-06,0.07173936197504371,TRACK_TARGET,1
12.48594331741333,0.7268470872244457,0.424132575181969,0.0,0.3,65.55391243851932,0.00044221640750793657,-2.701913292846095e-05,0.11356413109295445,TRACK_TARGET,1
12.60602068901062,0.6993327283841628,0.4125718425563215,0.0,0.3,60.175064238494855,0.0006327371953697403,2.9910392467145673e-06,0.13908993263460606,TRACK_TARGET,1
12.724517345428467,0.6728536373361425,0.3691825872327859,0.0,0.3,50.90780340877093,0.00010146162706006854,-8.538088658372995e-05,0.17842794936429054,TRACK_TARGET,1
12.843406200408936,0.6433725052606708,0.3387291888858471,0.0,0.3,43.73786143609956,0.0008597623722755685,6.282125393132577e-05,0.21569171605519596,TRACK_TARGET,1
12.961654901504517,0.6155361100273044,0.2914567944778671,0.0,0.3,35.77119840803277,0.0010773098695092253,0.000114613726069482,0.250579361502877,TRACK_TARGET,1
13.08594822883606,0.5894333563302111,0.24642610195681194,0.0,0.3,29.334739432955075,0.0005229092099945346,-3.427206463896769e-05,0.27674774056750917,TRACK_TARGET,1
13.206721782684326,0.5668639118857666,0.21728390520835467,0.0,0.3,25.188177782099586,0.0009738694382082057,9.896328730866363e-05,0.3162943781981006,TRACK_TARGET,1
13.333932399749756,0.546228991250846,0.17809293823119754,0.0,0.3,21.288875125758608,0.0010916904928592777,0.00014228741364645593,0.33954523231145284,TRACK_TARGET,1
13.466171026229858,0.5282448015275258,0.1315436713196478,0.0,0.2625,18.139773436660832,0.0011152274352986987,0.0001519086981286869,0.3805494749586263,TRACK_TARGET,1
13.583347082138062,0.5342251736395683,0.09509690744526426,0.12,0.1875,17.787894987114655,0.0010184484680774294,0.00012077571899503606,0.41457832518302257,TRACK_TARGET,1
13.706981897354126,0.5460488676694191,0.057628427477473966,0.12,0.11249999999999999,18.206245742629445,0.0006130707662714035,-6.422804739909165e-05,0.4430570253137919,TRACK_TARGET,1
13.834689378738403,0.5563100616992698,0.02845385701789111,0.12,0.07500000000000001,18.886733677004358,0.005039180464427271,0.002195460662553029,0.48203979981283707,TRACK_TARGET,1
13.963672161102295,0.5671653248571646,-0.017690462036804945,0.12,0.0,19.907661593505505,0.017902560639751902,0.009316395063340904,0.523351261461147,TRACK_TARGET,1
14.086196422576904,0.574048140508637,-0.062227248291485716,0.12,-0.11249999999999999,20.96184020392365,0.030863169930736557,0.016913191114329314,0.5349312197322529,TRACK_TARGET,1
14.206894874572754,0.5769919810883472,-0.12246105741734142,0.12,-0.22499999999999998,22.450545017708638,0.04324838018765969,0.02437236092290053,0.5503605163392551,TRACK_TARGET,1
14.317959308624268,0.5769919810883472,-0.14813755891692051,0.12,-0.2625,23.142232009669385,0.054895252290773654,0.03145914071564208,0.5442869599870499,TRACK_TARGET,1
14.43409252166748,0.5750017790062895,-0.1579051423078908,0.12,-0.3,23.27399131748734,0.06783493471533095,0.03922490045798572,0.5328358150087064,TRACK_TARGET,1
14.551039218902588,0.569021406894247,-0.161653933778864,0.12,-0.3,22.803568437166234,0.07881737603153771,0.04552126234479008,0.5060102193693936,TRACK_TARGET,1
14.66753077507019,0.5621385912427745,-0.16315217395303605,0.12,-0.3,22.189964853169432,0.09209035786390515,0.05267604460928833,0.4785537435680931,TRACK_TARGET,1
14.790334939956665,0.5535221340550291,-0.13909594148207133,0.12,-0.2625,20.60290122343023,0.1037893788255701,0.05851700229419689,0.44331460315457705,TRACK_TARGET,1
14.911860942840576,0.5435221340550291,-0.1156356628719116,0.12,-0.22499999999999998,19.04108971471644,0.11675280977844325,0.06437833203525443,0.4058801391683128,TRACK_TARGET,1
15.024908542633057,0.5340726283368668,-0.0790656001214908,0.12,-0.15,17.43848258634914,0.13018953384339657,0.06992862107850917,0.3737935153539968,TRACK_TARGET,1
15.14351201057434,0.5251293151833168,-0.041514595481190325,0.12,-0.07500000000000001,16.16472043409098,0.1437499059784405,0.07505583450875168,0.34328553441012527,TRACK_TARGET,1
15.258957624435425,0.5164239580404598,-0.002307688211210176,0.12,0.0,15.234814837365855,0.15644339164575324,0.07945242316159314,0.3235366409229797,TRACK_TARGET,1
15.377174854278564,0.507213205721669,0.023841635436211355,0.12,0.03749999999999998,14.50508614346323,0.17058949142043098,0.0840763106974616,0.30686613514189015,TRACK_TARGET,1
15.500513792037964,0.49846809808957504,0.06452568295592256,0.12,0.11249999999999999,14.199505923418217,0.18307012592602764,0.08798171543541611,0.29818377525547485,TRACK_TARGET,1
15.62126350402832,0.48798744698392393,0.08365049405079437,0.12,0.14999999999999997,13.652740695633074,0.19662198569908562,0.09218490359110072,0.30355398042989196,TRACK_TARGET,1
15.740293741226196,0.4780093768084853,0.10043020896567062,0.12,0.1875,13.22035560386666,0.21020830324141468,0.09651485713873018,0.3117691719799767,TRACK_TARGET,1
15.854161024093628,0.46487107893614493,0.11107934018639255,0.12,0.1875,12.487975799488096,0.22474202943217458,0.10135504269357479,0.3300785066314777,TRACK_TARGET,1
15.974601030349731,0.4523406406244566,0.10803920502870414,0.12,0.1875,11.525258856649103,0.23657012217104398,0.10545541316439828,0.3416448343783908,TRACK_TARGET,1
16.086108684539795,0.43987420410738715,0.10043020896567062,0.12,0.1875,10.509619847581009,0.2510426672167402,0.11077504146412087,0.36232386501673236,TRACK_TARGET,1
16.20434856414795,0.4272040308400604,0.09509690744526426,0.12,0.1875,9.58475205453114,0.26167827234426616,0.11491600209478096,0.3811691238461548,TRACK_TARGET,1
16.3245792388916,0.4150829084152439,0.0737123573943402,0.12,0.14999999999999997,8.457715784839486,0.27589564005492984,0.1208018508649134,0.4046499865917158,TRACK_TARGET,1
16.436912536621094,0.40347576555810105,0.055328089432778955,0.12,0.11249999999999999,7.515210916276307,0.28745258571073923,0.12585909725124841,0.42335787447705997,TRACK_TARGET,1
16.547362327575684,0.3932169271742627,0.0299910048568779,0.12,0.07500000000000001,6.716213724930277,0.2985332258559612,0.13096090484521425,0.4430587185612998,TRACK_TARGET,1
16.66268491744995,0.382969179426515,0.010768814472906632,0.12,0.03749999999999998,6.076685900961733,0.3123227014233991,0.13759305537623018,0.45529158831062877,TRACK_TARGET,1
16.77754855155945,0.37349878164668143,-0.011537949517459407,0.12,0.0,5.594603849628442,0.32387080343563684,0.14335666288905954,0.46710167844450745,TRACK_TARGET,1
16.89377450942993,0.3640310909687154,-0.0253791650565666,0.12,-0.03749999999999998,5.17028967790783,0.3367362848491133,0.14986043342595604,0.47089933384730487,TRACK_TARGET,1
17.007486581802368,0.35474768311973376,-0.043818088351627676,0.12,-0.07500000000000001,4.868528258039192,0.3487837737908376,0.15604404848322834,0.47602602678764966,TRACK_TARGET,1
17.119587182998657,0.34517083257753667,-0.057628427477473966,0.12,-0.11249999999999999,4.591901223913316,0.3615859281947509,0.1626386465964604,0.4729915164685479,TRACK_TARGET,1
17.232985496520996,0.33534073549015797,-0.06375961271687772,0.12,-0.11249999999999999,4.245012700256832,0.37182181234862116,0.16785132979301798,0.46574324790659205,TRACK_TARGET,1
17.347819089889526,0.3247577522968807,-0.06835487890961815,0.12,-0.11249999999999999,3.8907573054217486,0.3858719242749256,0.17487285858271184,0.46091644909988333,TRACK_TARGET,1
17.466954469680786,0.31419333149309825,-0.06682343512372774,0.12,-0.11249999999999999,3.471776511496439,0.3969755716891766,0.18033276973762155,0.4508985983244706,TRACK_TARGET,1
17.580434799194336,0.3034376778803018,-0.06375961271687772,0.12,-0.11249999999999999,3.0524684944956855,0.40910490155872,0.1861497015100717,0.4435289220036321,TRACK_TARGET,1
17.694681406021118,0.29311874195352833,-0.05839507237062178,0.12,-0.11249999999999999,2.6510844440043675,0.4232575921830952,0.19273264422900566,0.4270985421400739,TRACK_TARGET,1
17.808525800704956,0.282465559989985,-0.04228247662763042,0.12,-0.07500000000000001,2.166310451830478,0.4350823839984816,0.19805982725329932,0.4181470176410672,TRACK_TARGET,1
17.943297624588013,0.2720519981419969,-0.03383323843153879,0.12,-0.07500000000000001,1.814076994544286,0.44707385858325266,0.20331537960054774,0.40757306060417403,TRACK_TARGET,1
18.069353580474854,0.26137876333083104,-0.014614344087233241,0.12,-0.03749999999999998,1.455660989955948,0.46130728255087855,0.20933263610021574,0.39229336646957136,TRACK_TARGET,1
18.20081925392151,0.25023011468218237,0.002307688211210176,0.12,0.0,1.1832928177422564,0.4760059158844446,0.21531239167046565,0.38211155903177046,TRACK_TARGET,1
18.32510256767273,0.2391307193402893,0.023072827890143924,0.12,0.03749999999999998,1.0235046835819839,0.4903553804848406,0.22100047795641065,0.37089091716447053,TRACK_TARGET,1
18.44237446784973,0.2277705369694686,0.03921066171440937,0.12,0.07500000000000001,0.9401326519475769,0.5035949395685848,0.22612266310883694,0.36558356303135253,TRACK_TARGET,1
18.561630249023438,0.2164682582104314,0.0514929017488687,0.12,0.07500000000000001,0.9029551251312631,0.5167740722771182,0.23118085368894623,0.36697692911897906,TRACK_TARGET,1
18.68515133857727,0.20462410555701363,0.06912048084718227,0.12,0.11249999999999999,0.9945768715524163,0.5294911186517076,0.2361561277713994,0.3798444782742829,TRACK_TARGET,1
18.808695554733276,0.19300669694852304,0.07677189126977804,0.12,0.14999999999999997,1.0087277377814228,0.5426080361721737,0.24142785710009712,0.38364710218617837,TRACK_TARGET,1
18.934821128845215,0.18087195668878278,0.07982998571223732,0.1,0.14999999999999997,0.9589388495919916,0.5569235104019598,0.2472977702203317,0.3970564126428903,TRACK_TARGET,1
19.04980993270874,0.1686826373873945,0.08059427782878106,0.08,0.14999999999999997,0.8943386760814535,0.5715681772393085,0.2535509248450086,0.41458648339377924,TRACK_TARGET,1
19.172101736068726,0.1569709256756828,0.08212257813751253,0.08,0.14999999999999997,0.8555894762689491,0.5842771287327144,0.2592475264888048,0.4303951026974112,TRACK_TARGET,1
19.285271883010864,0.14525949214057055,0.0744773727337201,0.06,0.14999999999999997,0.6856017641688948,0.5933812098541854,0.2635309204370169,0.4512316146084909,TRACK_TARGET,1
19.40104603767395,0.13379219437809206,0.06835487890961815,0.04,0.11249999999999999,0.5557280154253659,0.6003505681810654,0.2669557936089205,0.47032469623813283,TRACK_TARGET,1
19.52516007423401,0.1224831558829549,0.056861714761679276,0.04,0.11249999999999999,0.3709606240571266,0.6089897740080829,0.27140504670387083,0.4833822004579417,TRACK_TARGET,1
19.63713812828064,0.11129946701698981,0.0253791650565666,0.02,0.03749999999999998,0.10570991542750034,0.6132743541919948,0.27367923651061354,0.49525330743407736,TRACK_TARGET,1
19.75002932548523,0.10039506254077946,0.018459441484794274,0.0,0.03749999999999998,0.03755116915583842,0.6171716764313957,0.27579443912044443,0.5015544028451433,TRACK_TARGET,1
19.860779285430908,0.09071018026774347,0.07294725560851283,0.0,0.0,0.6037186985930858,0.6202566961874101,0.2775338555833519,0.5212317496332528,COLLECTING,1
19.951453685760498,0.08351057677389219,0.15565371038878525,0.0,0.0,0.0,0.6218793148583915,0.2784671110180069,0.5380775495724807,COLLECTING,1
20.04314947128296,0.07832777515559106,0.17361882861132583,0.0,0.0,0.0,0.6218369056634532,0.2784422127471316,0.5357221824719322,COLLECTING,1
20.131382942199707,0.0788724029839318,0.26012355631180556,0.0,0.0,0.0,0.6216786861882665,0.2783488742870104,0.5377081063295347,COLLECTING,1
20.21847128868103,0.08429090798987107,0.3013073061429134,0.0,0.0,0.0,0.6218552894371842,0.2784544159204637,0.5354839258320673,COLLECTING,1
20.31016778945923,0.09114967422363729,0.3006056700423954,0.0,0.0,0.0,0.6217604470120908,0.2783981452093807,0.5366761322512349,COLLECTING,1
20.399256467819214,0.09939238136452075,0.3006056700423954,0.0,0.0,0.0,0.6217604470120908,0.2783981452093807,0.5366761322512349,COLLECTING,1
20.49366593360901,0.10854105113328427,0.3006056700423954,0.0,0.0,0.0,0.6217604470120908,0.2783981452093807,0.5366761322512349,COLLECTING,1
20.580809116363525,0.11810245316315918,0.299903728587299,0.0,0.0,0.0,0.6217604470120908,0.2783981452093807,0.5366761322512349,COLLECTING,1
20.680524826049805,0.12663962753683486,0.299903728587299,0.0,0.0,0.0,0.6217604470120908,0.2783981452093807,0.5366761322512349,COLLECTING,1
20.77178955078125,0.13453154396389494,0.3006056700423954,0.0,0.0,0.0,0.6217604470120908,0.2783981452093807,0.5366761322512349,COLLECTING,1
20.869184494018555,0.1382393908198186,0.299903728587299,0.0,0.0,0.0,0.6217604470120908,0.2783981452093807,0.5366761322512349,COLLECTING,1
20.961177587509155,0.13820922299388233,0.299903728587299,0.0,0.0,0.0,0.6217604470120908,0.2783981452093807,0.5366761322512349,WAIT_NEXT_ACTION,1
21.06063437461853,0.13802465711806203,0.299903728587299,0.0,0.0,0.0,0.6217604470120908,0.2783981452093807,0.5366761322512349,WAIT_NEXT_ACTION,1
21.15375518798828,0.1379635714854028,0.299903728587299,0.0,0.0,0.0,0.6217604470120908,0.2783981452093807,0.5366761322512349,WAIT_NEXT_ACTION,1
21.249123334884644,0.13790248585274362,0.299903728587299,0.0,0.0,0.0,0.6217604470120908,0.2783981452093807,0.5366761322512349,WAIT_NEXT_ACTION,1
21.3481285572052,0.1377807447679369,0.299903728587299,0.0,0.0,0.0,0.6217604470120908,0.2783981452093807,0.5366761322512349,WAIT_NEXT_ACTION,1
21.443954706192017,0.13766070635564498,0.299903728587299,0.0,0.0,0.0,0.6217604470120908,0.2783981452093807,0.5366761322512349,WAIT_NEXT_ACTION,1
21.53187108039856,0.13735740645270095,0.299903728587299,0.0,0.0,0.0,0.6217604470120908,0.2783981452093807,0.5366761322512349,WAIT_NEXT_ACTION,1
21.622386693954468,0.13723566536789422,0.299903728587299,0.0,0.0,0.0,0.6217604470120908,0.2783981452093807,0.5366761322512349,WAIT_NEXT_ACTION,1
21.709681272506714,0.13720560339397878,0.299903728587299,0.0,0.0,0.0,0.6217604470120908,0.2783981452093807,0.5366761322512349,WAIT_NEXT_ACTION,1
